producto,precioFinal,fechaPublicacion
Av-gas,608.0,2006-09-13
Jet A- general,377.0,2006-09-13
Nafta pesada,0.0,2006-09-13
Búnker,0.0,2006-09-13
Gasolina súper,548.0,2006-09-06
Gasolina plus 91,520.0,2006-09-06
Gasolina plus 91 pescadores,0.0,2006-09-06
Av-gas,630.0,2006-09-06
Nafta pesada,0.0,2006-09-06
Asfalto,0.0,2006-09-06
Gasolina súper,580.0,2006-08-29
Gasolina plus 91,553.0,2006-08-29
Gasolina plus 91 pescadores,0.0,2006-08-29
Av-gas,729.0,2006-08-29
Búnker,0.0,2006-08-29
Diésel pesado o gasóleo,0.0,2006-08-29
Nafta pesada,0.0,2006-08-29
Keroseno,439.0,2006-08-17
Jet A- general,395.0,2006-08-17
Gasolina súper,592.0,2006-08-09
Gasolina plus 91,569.0,2006-08-09
Av-gas,693.0,2006-08-09
Gasolina súper,597.0,2006-08-09
Gasolina plus 91,573.0,2006-08-09
Gasolina plus 91 pescadores,0.0,2006-08-09
Diésel ,383.0,2006-08-09
Diésel pescadores,0.0,2006-08-09
Keroseno,423.0,2006-08-09
Búnker,0.0,2006-08-09
Asfalto,0.0,2006-08-09
Diésel pesado o gasóleo,0.0,2006-08-09
Emulsión asfáltica,0.0,2006-08-09
LPG -mezcla 70-30,0.0,2006-08-09
Av-gas,697.0,2006-08-09
Jet A- general,379.0,2006-08-09
Nafta pesada,0.0,2006-08-09
Nafta pesada,0.0,2006-07-25
Gasolina súper,529.0,2006-07-03
Gasolina plus 91,507.0,2006-07-03
Diésel ,346.0,2006-07-03
Keroseno,389.0,2006-07-03
Av-gas,610.0,2006-07-03
Jet A- general,343.0,2006-07-03
Gasolina súper,556.0,2006-07-03
Gasolina plus 91,534.0,2006-07-03
Gasolina plus 91 pescadores,0.0,2006-07-03
Diésel ,380.0,2006-07-03
Diésel pescadores,0.0,2006-07-03
Keroseno,422.0,2006-07-03
Búnker,0.0,2006-07-03
Asfalto,0.0,2006-07-03
Diésel pesado o gasóleo,0.0,2006-07-03
Emulsión asfáltica,0.0,2006-07-03
LPG -mezcla 70-30,0.0,2006-07-03
Jet A- general,376.0,2006-07-03
Nafta pesada,0.0,2006-07-03
Av-gas,643.0,2006-07-03
Emulsión asfáltica,0.0,2006-05-31
Nafta pesada,0.0,2006-05-31
Gasolina súper,475.0,2006-05-31
Gasolina plus 91,453.0,2006-05-31
Gasolina plus 91 pescadores,0.0,2006-05-31
Diésel ,326.0,2006-05-31
Diésel pescadores,0.0,2006-05-31
Diésel pesado o gasóleo,0.0,2006-05-31
Av-gas,517.0,2006-05-31
Asfalto,0.0,2006-05-31
LPG -mezcla 70-30,0.0,2006-05-31
Gasolina súper,526.0,2006-05-12
Gasolina plus 91,504.0,2006-05-12
Gasolina plus 91 pescadores,0.0,2006-05-12
Diésel ,344.0,2006-05-12
Keroseno,388.0,2006-05-12
Asfalto,0.0,2006-05-12
Emulsión asfáltica,0.0,2006-05-12
Av-gas,607.0,2006-05-12
Jet A- general,342.0,2006-05-12
Nafta pesada,0.0,2006-05-12
Diésel pesado o gasóleo,0.0,2006-05-12
Búnker,0.0,2006-05-12
Diésel ,330.0,2006-05-12
Diésel pescadores,0.0,2006-05-12
LPG -mezcla 70-30,0.0,2006-05-12
Av-gas,527.0,2006-05-12
Jet A- general,327.0,2006-05-12
Emulsión asfáltica,0.0,2006-03-02
Gasolina súper,463.0,2006-03-02
Gasolina plus 91,440.0,2006-03-02
Gasolina plus 91 pescadores,0.0,2006-03-02
Diésel ,313.0,2006-03-02
Diésel pescadores,0.0,2006-03-02
Asfalto,0.0,2006-03-02
Av-gas,500.0,2006-03-02
Nafta pesada,0.0,2006-03-02
Diésel pesado o gasóleo,0.0,2006-03-02
LPG -mezcla 70-30,0.0,2006-03-02
Gasolina súper,488.0,2006-02-16
Gasolina plus 91,466.0,2006-02-16
Diésel ,335.0,2006-02-16
Diésel pescadores,0.0,2006-02-16
Keroseno,373.0,2006-02-16
Emulsión asfáltica,0.0,2006-02-16
LPG -mezcla 70-30,0.0,2006-02-16
Av-gas,527.0,2006-02-16
Jet A- general,314.0,2006-02-16
Gasolina súper,484.0,2006-02-16
Gasolina plus 91,462.0,2006-02-16
Gasolina plus 91 pescadores,0.0,2006-02-16
Keroseno,372.0,2006-02-16
Búnker,0.0,2006-02-16
Asfalto,0.0,2006-02-16
Diésel pesado o gasóleo,0.0,2006-02-16
Av-gas,523.0,2006-02-16
Jet A- general,311.0,2006-02-16
Nafta pesada,0.0,2006-02-16
Asfalto,0.0,2006-01-26
Gasolina súper,457.0,2006-01-26
Gasolina plus 91,436.0,2006-01-26
Gasolina plus 91 pescadores,0.0,2006-01-26
Diésel ,319.0,2006-01-26
Diésel pescadores,0.0,2006-01-26
Keroseno,356.0,2006-01-26
Búnker,0.0,2006-01-26
Diésel pesado o gasóleo,0.0,2006-01-26
Av-gas,487.0,2006-01-26
Jet A- general,297.0,2006-01-26
Nafta pesada,0.0,2006-01-26
LPG -mezcla 70-30,0.0,2006-01-26
Gasolina súper,422.0,2005-12-21
Gasolina plus 91,402.0,2005-12-21
Gasolina plus 91 pescadores,0.0,2005-12-21
Diésel ,303.0,2005-12-21
Diésel pescadores,0.0,2005-12-21
Keroseno,334.0,2005-12-21
Búnker,0.0,2005-12-21
Diésel pesado o gasóleo,0.0,2005-12-21
Av-gas,441.0,2005-12-21
Jet A- general,282.0,2005-12-21
Nafta pesada,0.0,2005-12-21
Asfalto,0.0,2005-11-29
LPG -mezcla 70-30,0.0,2005-11-29
Diésel ,324.0,2005-11-29
Diésel pescadores,0.0,2005-11-29
Diésel pesado o gasóleo,0.0,2005-11-29
Gasolina súper,441.0,2005-11-29
Gasolina plus 91,420.0,2005-11-29
Gasolina plus 91 pescadores,0.0,2005-11-29
Keroseno,363.0,2005-11-29
Búnker,0.0,2005-11-29
Av-gas,460.0,2005-11-29
Jet A- general,310.0,2005-11-29
Nafta pesada,0.0,2005-11-29
Emulsión asfáltica,0.0,2005-11-29
Gasolina súper,461.0,2005-11-16
Gasolina plus 91,439.0,2005-11-16
Gasolina plus 91 pescadores,0.0,2005-11-16
Diésel ,339.0,2005-11-16
Diésel pescadores,0.0,2005-11-16
Keroseno,390.0,2005-11-16
Búnker,0.0,2005-11-16
Asfalto,0.0,2005-11-16
Diésel pesado o gasóleo,0.0,2005-11-16
Emulsión asfáltica,0.0,2005-11-16
LPG -mezcla 70-30,0.0,2005-11-16
Av-gas,482.0,2005-11-16
Jet A- general,336.0,2005-11-16
Nafta pesada,0.0,2005-11-16
Asfalto,0.0,2005-11-09
Gasolina súper,458.0,2005-11-08
Gasolina plus 91,436.0,2005-11-08
Gasolina plus 91 pescadores,0.0,2005-11-08
Keroseno,389.0,2005-11-08
Av-gas,478.0,2005-11-08
Jet A- general,334.0,2005-11-08
Nafta pesada,0.0,2005-11-08
Gasolina súper,504.0,2005-10-28
Gasolina plus 91,463.0,2005-10-28
Gasolina plus 91 pescadores,0.0,2005-10-28
Diésel ,337.0,2005-10-28
Diésel pescadores,0.0,2005-10-28
Diésel pesado o gasóleo,0.0,2005-10-28
Asfalto,0.0,2005-10-28
Emulsión asfáltica,0.0,2005-10-28
LPG -mezcla 70-30,0.0,2005-10-28
Av-gas,556.0,2005-10-28
Nafta pesada,0.0,2005-10-28
Keroseno,416.0,2005-10-28
Búnker,0.0,2005-10-28
Jet A- general,362.0,2005-10-28
Gasolina súper,479.0,2005-09-22
Gasolina plus 91,446.0,2005-09-22
Gasolina plus 91 pescadores,0.0,2005-09-22
Diésel ,318.0,2005-09-22
Diésel pescadores,0.0,2005-09-22
Keroseno,385.0,2005-09-22
Búnker,0.0,2005-09-22
Asfalto,0.0,2005-09-22
Diésel pesado o gasóleo,0.0,2005-09-22
Emulsión asfáltica,0.0,2005-09-22
LPG -mezcla 70-30,0.0,2005-09-22
Av-gas,504.0,2005-09-22
Jet A- general,332.0,2005-09-22
Nafta pesada,0.0,2005-09-22
Jet A- general,282.0,2005-09-06
Keroseno,318.0,2005-09-06
Búnker,0.0,2005-09-06
Gasolina súper,434.0,2005-08-18
Gasolina plus 91,406.0,2005-08-18
Gasolina plus 91 pescadores,0.0,2005-08-18
Diésel ,297.0,2005-08-18
Diésel pescadores,0.0,2005-08-18
Keroseno,306.0,2005-08-18
Búnker,0.0,2005-08-18
Asfalto,0.0,2005-08-18
Diésel pesado o gasóleo,0.0,2005-08-18
Emulsión asfáltica,0.0,2005-08-18
LPG -mezcla 70-30,0.0,2005-08-18
Av-gas,471.0,2005-08-18
Jet A- general,274.0,2005-08-18
Nafta pesada,0.0,2005-08-18
Gasolina súper,394.0,2005-07-11
Gasolina plus 91,376.0,2005-07-11
Gasolina plus 91 pescadores,0.0,2005-07-11
Diésel ,282.0,2005-07-11
Diésel pescadores,0.0,2005-07-11
Keroseno,305.0,2005-07-11
Búnker,0.0,2005-07-11
Asfalto,0.0,2005-07-11
Diésel pesado o gasóleo,0.0,2005-07-11
Emulsión asfáltica,0.0,2005-07-11
LPG -mezcla 70-30,0.0,2005-07-11
Av-gas,435.0,2005-07-11
Jet A- general,272.0,2005-07-11
Nafta pesada,0.0,2005-07-11
Gasolina súper,399.0,2005-05-19
Gasolina plus 91,381.0,2005-05-19
Gasolina plus 91 pescadores,0.0,2005-05-19
Diésel ,286.0,2005-05-19
Diésel pescadores,0.0,2005-05-19
Keroseno,305.0,2005-05-19
Búnker,0.0,2005-05-19
Asfalto,0.0,2005-05-19
Diésel pesado o gasóleo,0.0,2005-05-19
Emulsión asfáltica,0.0,2005-05-19
LPG -mezcla 70-30,0.0,2005-05-19
Av-gas,434.0,2005-05-19
Jet A- general,270.0,2005-05-19
Nafta liviana,0.0,2005-05-19
Nafta pesada,0.0,2005-05-19
Gasolina súper,424.0,2005-05-09
Gasolina plus 91,405.0,2005-05-09
Gasolina plus 91 pescadores,0.0,2005-05-09
Diésel ,305.0,2005-05-09
Diésel pescadores,0.0,2005-05-09
Keroseno,330.0,2005-05-09
Búnker,0.0,2005-05-09
Asfalto,0.0,2005-05-09
Diésel pesado o gasóleo,0.0,2005-05-09
Emulsión asfáltica,0.0,2005-05-09
LPG -mezcla 70-30,0.0,2005-05-09
Av-gas,465.0,2005-05-09
Jet A- general,289.0,2005-05-09
Nafta liviana,0.0,2005-05-09
Nafta pesada,0.0,2005-05-09
Gasolina súper,420.0,2005-04-29
Gasolina plus 91,402.0,2005-04-29
Gasolina plus 91 pescadores,0.0,2005-04-29
Diésel ,303.0,2005-04-29
Diésel pescadores,0.0,2005-04-29
Keroseno,329.0,2005-04-29
Búnker,0.0,2005-04-29
Asfalto,0.0,2005-04-29
Diésel pesado o gasóleo,0.0,2005-04-29
Emulsión asfáltica,0.0,2005-04-29
LPG -mezcla 70-30,0.0,2005-04-29
Av-gas,461.0,2005-04-29
Jet A- general,287.0,2005-04-29
Nafta liviana,0.0,2005-04-29
Nafta pesada,0.0,2005-04-29
Gasolina súper,381.0,2005-03-23
Gasolina plus 91,364.0,2005-03-23
Gasolina plus 91 pescadores,0.0,2005-03-23
Diésel ,273.0,2005-03-23
Diésel pescadores,0.0,2005-03-23
Keroseno,290.0,2005-03-23
Búnker,0.0,2005-03-23
Asfalto,0.0,2005-03-23
Diésel pesado o gasóleo,0.0,2005-03-23
Emulsión asfáltica,0.0,2005-03-23
LPG -mezcla 70-30,0.0,2005-03-23
Av-gas,412.0,2005-03-23
Jet A- general,257.0,2005-03-23
Nafta liviana,0.0,2005-03-23
Nafta pesada,0.0,2005-03-23
Gasolina súper,370.0,2005-02-03
Gasolina plus 91,353.0,2005-02-03
Gasolina plus 91 pescadores,0.0,2005-02-03
Diésel ,264.0,2005-02-03
Diésel pescadores,0.0,2005-02-03
Keroseno,279.0,2005-02-03
Búnker,0.0,2005-02-03
Asfalto,0.0,2005-02-03
Diésel pesado o gasóleo,0.0,2005-02-03
Emulsión asfáltica,0.0,2005-02-03
LPG -mezcla 70-30,0.0,2005-02-03
Av-gas,399.0,2005-02-03
Jet A- general,249.0,2005-02-03
Nafta liviana,0.0,2005-02-03
Nafta pesada,0.0,2005-02-03
Gasolina súper,355.0,2004-12-22
Gasolina plus 91,340.0,2004-12-22
Gasolina plus 91 pescadores,0.0,2004-12-22
Diésel ,254.0,2004-12-22
Diésel pescadores,0.0,2004-12-22
Keroseno,267.0,2004-12-22
Búnker,0.0,2004-12-22
Asfalto,0.0,2004-12-22
Diésel pesado o gasóleo,0.0,2004-12-22
Emulsión asfáltica,0.0,2004-12-22
LPG -mezcla 70-30,0.0,2004-12-22
Av-gas,383.0,2004-12-22
Jet A- general,239.0,2004-12-22
Nafta liviana,0.0,2004-12-22
Nafta pesada,0.0,2004-12-22
Gasolina súper,364.9,2004-11-08
Gasolina plus 91,348.8,2004-11-08
Gasolina plus 91 pescadores,0.0,2004-11-08
Diésel ,260.9,2004-11-08
Diésel pescadores,0.0,2004-11-08
Keroseno,276.7,2004-11-08
Búnker,0.0,2004-11-08
Asfalto,0.0,2004-11-08
Diésel pesado o gasóleo,0.0,2004-11-08
Emulsión asfáltica,0.0,2004-11-08
LPG -mezcla 70-30,0.0,2004-11-08
Av-gas,397.6,2004-11-08
Jet A- general,247.8,2004-11-08
Nafta liviana,0.0,2004-11-08
Nafta pesada,0.0,2004-11-08
Gasolina súper,361.4,2004-10-26
Gasolina plus 91,345.3,2004-10-26
Gasolina plus 91 pescadores,0.0,2004-10-26
Diésel ,258.9,2004-10-26
Diésel pescadores,0.0,2004-10-26
Keroseno,275.7,2004-10-26
Búnker,0.0,2004-10-26
Asfalto,0.0,2004-10-26
Diésel pesado o gasóleo,0.0,2004-10-26
Emulsión asfáltica,0.0,2004-10-26
LPG -mezcla 70-30,0.0,2004-10-26
Av-gas,394.1,2004-10-26
Jet A- general,245.8,2004-10-26
Nafta liviana,0.0,2004-10-26
Nafta pesada,0.0,2004-10-26
Gasolina súper,349.8,2004-09-13
Gasolina plus 91,334.3,2004-09-13
Gasolina plus 91 pescadores,0.0,2004-09-13
Diésel ,250.0,2004-09-13
Diésel pescadores,0.0,2004-09-13
Keroseno,264.1,2004-09-13
Búnker,0.0,2004-09-13
Asfalto,0.0,2004-09-13
Diésel pesado o gasóleo,0.0,2004-09-13
Emulsión asfáltica,0.0,2004-09-13
LPG -mezcla 70-30,0.0,2004-09-13
Av-gas,379.9,2004-09-13
Jet A- general,237.0,2004-09-13
Nafta liviana,0.0,2004-09-13
Nafta pesada,0.0,2004-09-13
Gasolina súper,326.9,2004-08-09
Gasolina plus 91,312.5,2004-08-09
Gasolina plus 91 pescadores,0.0,2004-08-09
Diésel ,232.4,2004-08-09
Diésel pescadores,0.0,2004-08-09
Keroseno,241.2,2004-08-09
Búnker,0.0,2004-08-09
Asfalto,0.0,2004-08-09
Diésel pesado o gasóleo,0.0,2004-08-09
Emulsión asfáltica,0.0,2004-08-09
LPG -mezcla 70-30,0.0,2004-08-09
Av-gas,351.9,2004-08-09
Jet A- general,219.7,2004-08-09
Nafta liviana,0.0,2004-08-09
Nafta pesada,0.0,2004-08-09
Gasolina súper,315.3,2004-07-15
Gasolina plus 91,301.4,2004-07-15
Diésel ,224.1,2004-07-15
Keroseno,231.9,2004-07-15
Av-gas,338.4,2004-07-15
Jet A- general,211.5,2004-07-15
Gasolina súper,315.0,2004-05-31
Gasolina plus 91,301.1,2004-05-31
Gasolina plus 91 pescadores,0.0,2004-05-31
Diésel ,223.8,2004-05-31
Diésel pescadores,0.0,2004-05-31
Keroseno,231.6,2004-05-31
Búnker,0.0,2004-05-31
Asfalto,0.0,2004-05-31
Diésel pesado o gasóleo,0.0,2004-05-31
Emulsión asfáltica,0.0,2004-05-31
LPG -mezcla 70-30,0.0,2004-05-31
Av-gas,338.2,2004-05-31
Jet A- general,211.3,2004-05-31
Nafta liviana,0.0,2004-05-31
Nafta pesada,0.0,2004-05-31
IFO 180,0.0,2004-05-31
IFO 380,0.0,2004-05-31
Gasolina súper,304.2,2004-05-06
Gasolina plus 91,290.9,2004-05-06
Gasolina plus 91 pescadores,0.0,2004-05-06
Diésel ,215.5,2004-05-06
Diésel pescadores,0.0,2004-05-06
Keroseno,220.8,2004-05-06
Búnker,0.0,2004-05-06
Asfalto,0.0,2004-05-06
Diésel pesado o gasóleo,0.0,2004-05-06
Emulsión asfáltica,0.0,2004-05-06
LPG -mezcla 70-30,0.0,2004-05-06
Av-gas,325.0,2004-05-06
Jet A- general,203.1,2004-05-06
Nafta liviana,0.0,2004-05-06
Nafta pesada,0.0,2004-05-06
IFO 180,0.0,2004-05-06
IFO 380,0.0,2004-05-06
Gasolina súper,301.0,2004-04-26
Gasolina plus 91,287.6,2004-04-26
Gasolina plus 91 pescadores,0.0,2004-04-26
Diésel ,213.5,2004-04-26
Diésel pescadores,0.0,2004-04-26
Keroseno,219.8,2004-04-26
Búnker,0.0,2004-04-26
Asfalto,0.0,2004-04-26
Diésel pesado o gasóleo,0.0,2004-04-26
Emulsión asfáltica,0.0,2004-04-26
LPG -mezcla 70-30,0.0,2004-04-26
Av-gas,321.8,2004-04-26
Jet A- general,201.1,2004-04-26
Nafta liviana,0.0,2004-04-26
Nafta pesada,0.0,2004-04-26
IFO 180,0.0,2004-04-26
IFO 380,0.0,2004-04-26
Gasolina súper,293.7,2004-02-24
Gasolina plus 91,280.7,2004-02-24
Gasolina plus 91 pescadores,0.0,2004-02-24
Diésel ,207.9,2004-02-24
Diésel pescadores,0.0,2004-02-24
Keroseno,212.5,2004-02-24
Búnker,0.0,2004-02-24
Asfalto,0.0,2004-02-24
Diésel pesado o gasóleo,0.0,2004-02-24
Emulsión asfáltica,0.0,2004-02-24
LPG -mezcla 70-30,0.0,2004-02-24
Av-gas,312.8,2004-02-24
Jet A- general,195.6,2004-02-24
Nafta liviana,0.0,2004-02-24
Nafta pesada,0.0,2004-02-24
IFO 180,0.0,2004-02-24
IFO 380,0.0,2004-02-24
Gasolina súper,275.9,2004-02-03
Gasolina plus 91,263.7,2004-02-03
Gasolina plus 91 pescadores,0.0,2004-02-03
Diésel ,194.0,2004-02-03
Diésel pescadores,0.0,2004-02-03
Keroseno,194.8,2004-02-03
Búnker,0.0,2004-02-03
Asfalto,0.0,2004-02-03
Diésel pesado o gasóleo,0.0,2004-02-03
Emulsión asfáltica,0.0,2004-02-03
LPG -mezcla 70-30,0.0,2004-02-03
Av-gas,292.8,2004-02-03
Jet A- general,183.2,2004-02-03
Nafta liviana,0.0,2004-02-03
Nafta pesada,0.0,2004-02-03
IFO 180,0.0,2004-02-03
IFO 380,0.0,2004-02-03
Gasolina súper,272.7,2004-01-21
Gasolina plus 91,260.7,2004-01-21
Gasolina plus 91 pescadores,0.0,2004-01-21
Diésel ,192.2,2004-01-21
Diésel pescadores,0.0,2004-01-21
Keroseno,193.8,2004-01-21
Búnker,0.0,2004-01-21
Asfalto,0.0,2004-01-21
Diésel pesado o gasóleo,0.0,2004-01-21
Emulsión asfáltica,0.0,2004-01-21
LPG -mezcla 70-30,0.0,2004-01-21
Av-gas,289.8,2004-01-21
Jet A- general,181.5,2004-01-21
Nafta liviana,0.0,2004-01-21
Nafta pesada,0.0,2004-01-21
IFO 180,0.0,2004-01-21
IFO 380,0.0,2004-01-21
Gasolina súper,266.4,2003-11-11
Gasolina plus 91,254.8,2003-11-11
Gasolina plus 91 pescadores,0.0,2003-11-11
Diésel ,187.4,2003-11-11
Diésel pescadores,0.0,2003-11-11
Keroseno,187.5,2003-11-11
Búnker,0.0,2003-11-11
Asfalto,0.0,2003-11-11
Diésel pesado o gasóleo,0.0,2003-11-11
Emulsión asfáltica,0.0,2003-11-11
LPG -mezcla 70-30,0.0,2003-11-11
Av-gas,282.2,2003-11-11
Jet A- general,176.8,2003-11-11
Nafta liviana,0.0,2003-11-11
Nafta pesada,0.0,2003-11-11
IFO 180,0.0,2003-11-11
IFO 380,0.0,2003-11-11
Gasolina súper,271.7,2003-10-10
Gasolina plus 91,259.7,2003-10-10
Gasolina plus 91 pescadores,0.0,2003-10-10
Diésel ,191.8,2003-10-10
Diésel pescadores,0.0,2003-10-10
Keroseno,193.7,2003-10-10
Búnker,0.0,2003-10-10
Asfalto,0.0,2003-10-10
Diésel pesado o gasóleo,0.0,2003-10-10
Emulsión asfáltica,0.0,2003-10-10
LPG -mezcla 70-30,0.0,2003-10-10
Av-gas,288.9,2003-10-10
Jet A- general,181.1,2003-10-10
Nafta liviana,0.0,2003-10-10
Nafta pesada,0.0,2003-10-10
IFO 180,0.0,2003-10-10
IFO 380,0.0,2003-10-10
Gasolina súper,259.9,2003-08-14
Gasolina plus 91,248.5,2003-08-14
Gasolina plus 91 pescadores,0.0,2003-08-14
Diésel ,182.8,2003-08-14
Diésel pescadores,0.0,2003-08-14
Keroseno,182.0,2003-08-14
Búnker,0.0,2003-08-14
Asfalto,0.0,2003-08-14
Diésel pesado o gasóleo,0.0,2003-08-14
Emulsión asfáltica,0.0,2003-08-14
LPG -mezcla 70-30,0.0,2003-08-14
Av-gas,274.6,2003-08-14
Jet A- general,172.2,2003-08-14
Nafta liviana,0.0,2003-08-14
Nafta pesada,0.0,2003-08-14
IFO 180,0.0,2003-08-14
IFO 380,0.0,2003-08-14
Gasolina súper,249.8,2003-06-27
Gasolina plus 91,238.9,2003-06-27
Gasolina plus 91 pescadores,0.0,2003-06-27
Diésel ,175.5,2003-06-27
Diésel pescadores,0.0,2003-06-27
Keroseno,173.7,2003-06-27
Búnker,0.0,2003-06-27
Asfalto,0.0,2003-06-27
Diésel pesado o gasóleo,0.0,2003-06-27
Emulsión asfáltica,0.0,2003-06-27
LPG -mezcla 70-30,0.0,2003-06-27
Av-gas,262.8,2003-06-27
Jet A- general,165.0,2003-06-27
Nafta liviana,0.0,2003-06-27
Nafta pesada,0.0,2003-06-27
IFO 180,0.0,2003-06-27
IFO 380,0.0,2003-06-27
Gasolina súper,238.6,2003-05-21
Gasolina plus 91,228.2,2003-05-21
Gasolina plus 91 pescadores,0.0,2003-05-21
Diésel ,166.9,2003-05-21
Diésel pescadores,0.0,2003-05-21
Keroseno,162.5,2003-05-21
Búnker,0.0,2003-05-21
Asfalto,0.0,2003-05-21
Diésel pesado o gasóleo,0.0,2003-05-21
Emulsión asfáltica,0.0,2003-05-21
LPG -mezcla 70-30,0.0,2003-05-21
Av-gas,249.1,2003-05-21
Jet A- general,156.5,2003-05-21
Nafta liviana,0.0,2003-05-21
Nafta pesada,0.0,2003-05-21
IFO 180,0.0,2003-05-21
IFO 380,0.0,2003-05-21
Gasolina súper,244.5,2003-04-23
Gasolina plus 91,233.8,2003-04-23
Gasolina plus 91 pescadores,0.0,2003-04-23
Diésel ,171.3,2003-04-23
Diésel pescadores,0.0,2003-04-23
Keroseno,172.5,2003-04-23
Búnker,0.0,2003-04-23
Asfalto,0.0,2003-04-23
Diésel pesado o gasóleo,0.0,2003-04-23
Emulsión asfáltica,0.0,2003-04-23
LPG -mezcla 70-30,0.0,2003-04-23
Av-gas,260.0,2003-04-23
Jet A- general,163.3,2003-04-23
Nafta liviana,0.0,2003-04-23
Nafta pesada,0.0,2003-04-23
IFO 180,0.0,2003-04-23
IFO 380,0.0,2003-04-23
Gasolina súper,276.0,2003-03-20
Gasolina plus 91,263.6,2003-03-20
Gasolina plus 91 pescadores,0.0,2003-03-20
Diésel ,195.3,2003-03-20
Diésel pescadores,0.0,2003-03-20
Keroseno,204.6,2003-03-20
Búnker,0.0,2003-03-20
Asfalto,0.0,2003-03-20
Diésel pesado o gasóleo,0.0,2003-03-20
Emulsión asfáltica,0.0,2003-03-20
LPG -mezcla 70-30,0.0,2003-03-20
Av-gas,299.2,2003-03-20
Jet A- general,187.5,2003-03-20
Nafta liviana,0.0,2003-03-20
Nafta pesada,0.0,2003-03-20
Gasolina súper,263.4,2003-02-17
Gasolina plus 91,251.7,2003-02-17
Gasolina plus 91 pescadores,0.0,2003-02-17
Diésel ,185.7,2003-02-17
Diésel pescadores,0.0,2003-02-17
Keroseno,191.7,2003-02-17
Búnker,0.0,2003-02-17
Asfalto,0.0,2003-02-17
Diésel pesado o gasóleo,0.0,2003-02-17
Emulsión asfáltica,0.0,2003-02-17
LPG -mezcla 70-30,0.0,2003-02-17
Av-gas,283.5,2003-02-17
Jet A- general,177.8,2003-02-17
Nafta liviana,0.0,2003-02-17
Nafta pesada,0.0,2003-02-17
Gasolina súper,235.5,2003-01-17
Gasolina plus 91,225.4,2003-01-17
Gasolina plus 91 pescadores,0.0,2003-01-17
Diésel ,164.9,2003-01-17
Diésel pescadores,0.0,2003-01-17
Keroseno,165.1,2003-01-17
Búnker,0.0,2003-01-17
Asfalto,0.0,2003-01-17
Diésel pesado o gasóleo,0.0,2003-01-17
Emulsión asfáltica,0.0,2003-01-17
LPG -mezcla 70-30,0.0,2003-01-17
Av-gas,249.6,2003-01-17
Jet A- general,156.7,2003-01-17
Nafta liviana,0.0,2003-01-17
Nafta pesada,0.0,2003-01-17
Gasolina súper,228.6,2002-12-03
Gasolina plus 91,218.9,2002-12-03
Gasolina plus 91 pescadores,0.0,2002-12-03
Diésel ,159.6,2002-12-03
Diésel pescadores,0.0,2002-12-03
Keroseno,158.1,2002-12-03
Búnker,0.0,2002-12-03
Asfalto,0.0,2002-12-03
Diésel pesado o gasóleo,0.0,2002-12-03
Emulsión asfáltica,0.0,2002-12-03
LPG -mezcla 70-30,0.0,2002-12-03
Av-gas,241.0,2002-12-03
Jet A- general,151.5,2002-12-03
Nafta liviana,0.0,2002-12-03
Nafta pesada,0.0,2002-12-03
Gasolina súper,239.1,2002-11-04
Gasolina plus 91,228.7,2002-11-04
Diésel ,167.1,2002-11-04
Keroseno,168.8,2002-11-04
Av-gas,256.8,2002-11-04
Jet A- general,161.2,2002-11-04
Gasolina súper,236.1,2002-11-04
Gasolina plus 91,225.9,2002-11-04
Gasolina plus 91 pescadores,0.0,2002-11-04
Diésel ,165.3,2002-11-04
Diésel pescadores,0.0,2002-11-04
Keroseno,168.1,2002-11-04
Búnker,0.0,2002-11-04
Asfalto,0.0,2002-11-04
Diésel pesado o gasóleo,0.0,2002-11-04
Emulsión asfáltica,0.0,2002-11-04
LPG -mezcla 70-30,0.0,2002-11-04
Av-gas,254.0,2002-11-04
Jet A- general,159.4,2002-11-04
Nafta liviana,0.0,2002-11-04
Nafta pesada,0.0,2002-11-04
Gasolina súper,225.1,2002-09-19
Gasolina plus 91,215.5,2002-09-19
Gasolina plus 91 pescadores,0.0,2002-09-19
Diésel ,157.0,2002-09-19
Diésel pescadores,0.0,2002-09-19
Keroseno,156.9,2002-09-19
Búnker,0.0,2002-09-19
Asfalto,0.0,2002-09-19
Diésel pesado o gasóleo,0.0,2002-09-19
Emulsión asfáltica,0.0,2002-09-19
LPG -mezcla 70-30,0.0,2002-09-19
Av-gas,240.4,2002-09-19
Jet A- general,151.0,2002-09-19
Nafta liviana,0.0,2002-09-19
Nafta pesada,0.0,2002-09-19
Gasolina súper,220.4,2002-08-05
Gasolina plus 91,211.1,2002-08-05
Gasolina plus 91 pescadores,0.0,2002-08-05
Diésel ,153.4,2002-08-05
Diésel pescadores,0.0,2002-08-05
Keroseno,152.1,2002-08-05
Búnker,0.0,2002-08-05
Asfalto,0.0,2002-08-05
Diésel pesado o gasóleo,0.0,2002-08-05
Emulsión asfáltica,0.0,2002-08-05
LPG -mezcla 70-30,0.0,2002-08-05
Av-gas,231.2,2002-08-05
Jet A- general,144.1,2002-08-05
Nafta liviana,0.0,2002-08-05
Nafta pesada,0.0,2002-08-05
Gasolina súper,213.3,2002-05-13
Gasolina plus 91,204.501,2002-05-13
Gasolina plus 91 pescadores,0.0,2002-05-13
Diésel ,148.4,2002-05-13
Diésel pescadores,0.0,2002-05-13
Keroseno,145.9,2002-05-13
Búnker,0.0,2002-05-13
